method,sample,seq_len,position,region,tail_band,tail_protected,source_id,token_id,token,context_before,dense_nll,nll,delta_nll,kl,same_top1,rope
flashprefill_tail1,2,131072,117932,late,earlier,0,001a23a1f95252057227d5728ed820bfa446b91f46dbb394,47693, Earn,", reviewers examine the medical necessity, compliance with documentation requirements, and coding of services provided, among other things; for the",6.3490519523620605,8.793231010437012,2.444179058074951,0.2824966609477997,1,yarn4
flashprefill_tail0,2,131072,117932,late,earlier,0,001a23a1f95252057227d5728ed820bfa446b91f46dbb394,47693, Earn,", reviewers examine the medical necessity, compliance with documentation requirements, and coding of services provided, among other things; for the",6.3490519523620605,8.793231010437012,2.444179058074951,0.2824966609477997,1,yarn4
flashprefill_tail2,2,131072,117932,late,earlier,0,001a23a1f95252057227d5728ed820bfa446b91f46dbb394,47693, Earn,", reviewers examine the medical necessity, compliance with documentation requirements, and coding of services provided, among other things; for the",6.3490519523620605,8.793231010437012,2.444179058074951,0.2824966609477997,1,yarn4
flashprefill_tail2,0,131072,130555,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,220, ,"; may similarly set aside contracts exceeding the simplified acquisition threshold for competition reserved for specific types of small businesses (e.g.,",0.3484299480915069,2.769273042678833,2.4208431243896484,1.6152169704437256,0,yarn4
flashprefill_tail0,0,131072,130555,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,220, ,"; may similarly set aside contracts exceeding the simplified acquisition threshold for competition reserved for specific types of small businesses (e.g.,",0.3484299480915069,2.769273042678833,2.4208431243896484,1.6152169704437256,0,yarn4
flashprefill_tail1,0,131072,130555,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,220, ,"; may similarly set aside contracts exceeding the simplified acquisition threshold for competition reserved for specific types of small businesses (e.g.,",0.3484299480915069,2.769273042678833,2.4208431243896484,1.6152169704437256,0,yarn4
flashprefill_tail0,2,65536,65448,tail,last_block,0,f205ea85a60f0353bd98268ae9f5f6ae702788629c9061be,78343,iability, and the Cures Acceleration Network [42 U.S.C. §287a]). Appendix C. Rel,0.073255643248558,2.487661838531494,2.4144062995910645,2.100061416625977,0,yarn4
flashprefill_tail2,1,131072,65589,middle,earlier,0,8ea6dbec3f301d7d0fc538441e0a776832f777a928c44666,6559, trade, actions can serve as disguised protectionism and create inefficiencies in the world trading system by raising prices on imported goods. How,2.5687389373779297,4.977062702178955,2.4083237648010254,1.5774438381195068,0,yarn4
flashprefill_tail0,1,131072,65589,middle,earlier,0,8ea6dbec3f301d7d0fc538441e0a776832f777a928c44666,6559, trade, actions can serve as disguised protectionism and create inefficiencies in the world trading system by raising prices on imported goods. How,2.5687389373779297,4.977062702178955,2.4083237648010254,1.5774438381195068,0,yarn4
flashprefill_tail1,1,131072,65589,middle,earlier,0,8ea6dbec3f301d7d0fc538441e0a776832f777a928c44666,6559, trade, actions can serve as disguised protectionism and create inefficiencies in the world trading system by raising prices on imported goods. How,2.5687389373779297,4.977062702178955,2.4083237648010254,1.5774438381195068,0,yarn4
flashprefill_tail1,0,131072,130687,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,4862, training," and subcontracts. These include various prime contracting programs; subcontracting programs; and other assistance (e.g., contracting technical",4.073747634887695,6.47130298614502,2.397555351257324,0.2088564187288284,1,yarn4
flashprefill_tail2,0,131072,130687,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,4862, training," and subcontracts. These include various prime contracting programs; subcontracting programs; and other assistance (e.g., contracting technical",4.073747634887695,6.47130298614502,2.397555351257324,0.2088564187288284,1,yarn4
flashprefill_tail0,0,131072,130687,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,4862, training," and subcontracts. These include various prime contracting programs; subcontracting programs; and other assistance (e.g., contracting technical",4.073747634887695,6.47130298614502,2.397555351257324,0.2088564187288284,1,yarn4
flashprefill_tail2,1,8192,7806,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,10659, standards,"2024. FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies, principles,",0.1663050055503845,2.5037245750427246,2.3374195098876958,1.7086399793624878,0,yarn4
flashprefill_tail1,1,8192,7806,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,10659, standards,"2024. FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies, principles,",0.1663050055503845,2.5037245750427246,2.3374195098876958,1.7086399793624878,0,yarn4
flashprefill_tail0,1,8192,7806,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,10659, standards,"2024. FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies, principles,",0.1663050055503845,2.5037245750427246,2.3374195098876958,1.7086399793624878,0,yarn4
flashprefill_tail1,3,65536,65094,tail,earlier,0,27d885cb5ea10bfe6a9123867b285a9850aa8415d960493b,10164, spending,"AO staff that made key contributions to this report are listed in appendix VI. Our survey of state Medicaid agencies regarding coverage,",2.896551609039306,5.218778610229492,2.322227001190185,1.3375532627105713,0,yarn4
flashprefill_tail0,3,65536,65094,tail,earlier,0,27d885cb5ea10bfe6a9123867b285a9850aa8415d960493b,10164, spending,"AO staff that made key contributions to this report are listed in appendix VI. Our survey of state Medicaid agencies regarding coverage,",2.896551609039306,5.218778610229492,2.322227001190185,1.3375532627105713,0,yarn4
flashprefill_tail2,3,65536,65094,tail,earlier,0,27d885cb5ea10bfe6a9123867b285a9850aa8415d960493b,10164, spending,"AO staff that made key contributions to this report are listed in appendix VI. Our survey of state Medicaid agencies regarding coverage,",2.896551609039306,5.218778610229492,2.322227001190185,1.3375532627105713,0,yarn4
flashprefill_tail2,2,8192,4048,middle,earlier,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,16376, extensive," could provide key information about fraud risks and their likelihood and impact. Furthermore, existing relationships and communication channels across CMS and its",5.837501049041748,8.138899803161621,2.301398754119873,0.172821968793869,1,yarn4
flashprefill_tail0,2,8192,4048,middle,earlier,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,16376, extensive," could provide key information about fraud risks and their likelihood and impact. Furthermore, existing relationships and communication channels across CMS and its",5.837501049041748,8.138899803161621,2.301398754119873,0.172821968793869,1,yarn4
flashprefill_tail1,2,8192,4048,middle,earlier,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,16376, extensive," could provide key information about fraud risks and their likelihood and impact. Furthermore, existing relationships and communication channels across CMS and its",5.837501049041748,8.138899803161621,2.301398754119873,0.172821968793869,1,yarn4
flashprefill_tail0,2,4096,4048,tail,last_block,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,16376, extensive," could provide key information about fraud risks and their likelihood and impact. Furthermore, existing relationships and communication channels across CMS and its",5.89107608795166,8.18539047241211,2.294314384460449,0.1637244820594787,1,yarn4
flashprefill_tail2,1,32768,32574,tail,penultimate_block,1,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,422, D," Management Platform, which is a web- based user interface that assembles patient clinical data from all VistA instances and",4.085155487060547,6.378399848937988,2.2932443618774414,0.0299552846699953,1,yarn4
flashprefill_tail0,3,16384,16272,tail,last_block,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,12322, capture, the same level of granularity as the maps of fixed broadband (see fig. 4). FCC collects and uses data that,6.895413875579834,9.169757843017578,2.274343967437744,0.134432166814804,0,yarn4
flashprefill_tail0,2,65536,58933,late,earlier,0,f205ea85a60f0353bd98268ae9f5f6ae702788629c9061be,438, as,AA permitted OTs (or cooperative agreements) to include a clause requiring a person or entity to make payments to DOD,0.219903826713562,2.474419355392456,2.254515647888184,1.551953673362732,0,yarn4
flashprefill_tail1,2,65536,58933,late,earlier,0,f205ea85a60f0353bd98268ae9f5f6ae702788629c9061be,438, as,AA permitted OTs (or cooperative agreements) to include a clause requiring a person or entity to make payments to DOD,0.219903826713562,2.474419355392456,2.254515647888184,1.551953673362732,0,yarn4
flashprefill_tail2,2,65536,58933,late,earlier,0,f205ea85a60f0353bd98268ae9f5f6ae702788629c9061be,438, as,AA permitted OTs (or cooperative agreements) to include a clause requiring a person or entity to make payments to DOD,0.219903826713562,2.474419355392456,2.254515647888184,1.551953673362732,0,yarn4
flashprefill_tail0,3,65536,32829,middle,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,","," Chairman Palmer, Ranking Member Krishnamoorthi, Ranking Member Raskin, and Members of the Subcommittees",2.0748777389526367,4.312070846557617,2.2371931076049805,0.8560537099838257,1,yarn4
flashprefill_tail2,3,65536,32829,middle,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,","," Chairman Palmer, Ranking Member Krishnamoorthi, Ranking Member Raskin, and Members of the Subcommittees",2.0748777389526367,4.312070846557617,2.2371931076049805,0.8560537099838257,1,yarn4
flashprefill_tail1,3,65536,32829,middle,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,","," Chairman Palmer, Ranking Member Krishnamoorthi, Ranking Member Raskin, and Members of the Subcommittees",2.0748777389526367,4.312070846557617,2.2371931076049805,0.8560537099838257,1,yarn4
flashprefill_tail1,0,32768,32601,tail,penultimate_block,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,14057,inv," the consequences might be. On May 23, 2018, DOD announced that it was dis",3.823333263397217,6.041268825531006,2.217935562133789,0.2397940456867218,0,yarn4
flashprefill_tail0,0,32768,32601,tail,penultimate_block,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,14057,inv," the consequences might be. On May 23, 2018, DOD announced that it was dis",3.823333263397217,6.041268825531006,2.217935562133789,0.2397940456867218,0,yarn4
flashprefill_tail1,0,32768,32746,tail,last_block,1,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,21399, invite," response to China's actions in the ECS and SCS have argued that the United States should, among other things, not",2.846101760864258,5.0092949867248535,2.163193225860596,0.1684003919363021,1,native
flashprefill_tail1,0,131072,130696,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,5795, goal," programs; subcontracting programs; and other assistance (e.g., contracting technical training assistance and oversight of the federal small business",3.06911849975586,5.22252368927002,2.15340518951416,0.5988802909851074,0,yarn4
flashprefill_tail2,0,131072,130696,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,5795, goal," programs; subcontracting programs; and other assistance (e.g., contracting technical training assistance and oversight of the federal small business",3.06911849975586,5.22252368927002,2.15340518951416,0.5988802909851074,0,yarn4
flashprefill_tail0,0,131072,130696,tail,earlier,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,5795, goal," programs; subcontracting programs; and other assistance (e.g., contracting technical training assistance and oversight of the federal small business",3.06911849975586,5.22252368927002,2.15340518951416,0.5988802909851074,0,yarn4
flashprefill_tail2,0,8192,7858,tail,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,14344, Chief," can threaten systems once they become operational. As we previously reported, in order to counter security threats, 23 civilian",11.726611137390137,13.877704620361328,2.1510934829711914,0.0423881039023399,1,yarn4
flashprefill_tail1,0,8192,7858,tail,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,14344, Chief," can threaten systems once they become operational. As we previously reported, in order to counter security threats, 23 civilian",11.726611137390137,13.877704620361328,2.1510934829711914,0.0423881039023399,1,yarn4
flashprefill_tail0,0,8192,7858,tail,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,14344, Chief," can threaten systems once they become operational. As we previously reported, in order to counter security threats, 23 civilian",11.726611137390137,13.877704620361328,2.1510934829711914,0.0423881039023399,1,yarn4
flashprefill_tail0,0,4096,3784,tail,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,6527, October, to balance the benefits of IPA rotators’ travel with the travel costs. According to the Task Force on Fiscal Oversight’s,0.3606648445129394,2.482039213180542,2.1213743686676025,1.1973286867141724,0,yarn4
flashprefill_tail1,0,4096,3784,tail,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,6527, October, to balance the benefits of IPA rotators’ travel with the travel costs. According to the Task Force on Fiscal Oversight’s,0.3606648445129394,2.482039213180542,2.1213743686676025,1.1973286867141724,0,yarn4
flashprefill_tail2,0,4096,3784,tail,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,6527, October, to balance the benefits of IPA rotators’ travel with the travel costs. According to the Task Force on Fiscal Oversight’s,0.3606648445129394,2.482039213180542,2.1213743686676025,1.1973286867141724,0,yarn4
flashprefill_tail2,1,65536,65338,tail,penultimate_block,1,8ea6dbec3f301d7d0fc538441e0a776832f777a928c44666,444, L," public health and access to medicines. In 2005, members agreed to amend TRIPS to allow developing and",2.662296772003174,4.757669925689697,2.0953731536865234,0.0952166095376014,1,yarn4
flashprefill_tail2,3,65536,65111,tail,earlier,0,27d885cb5ea10bfe6a9123867b285a9850aa8415d960493b,12180, obtained," of state Medicaid agencies regarding coverage, spending, enrollment, and oversight of assisted living services in 2014,",6.641542434692383,8.733624458312988,2.092082023620605,0.3661872148513794,1,yarn4
flashprefill_tail1,3,65536,65111,tail,earlier,0,27d885cb5ea10bfe6a9123867b285a9850aa8415d960493b,12180, obtained," of state Medicaid agencies regarding coverage, spending, enrollment, and oversight of assisted living services in 2014,",6.641542434692383,8.733624458312988,2.092082023620605,0.3661872148513794,1,yarn4
flashprefill_tail2,2,131072,13109,early,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,369, for," that Congress provide two-year funds for CIPA (in other words, that Congress make funds available for both the fiscal year",2.46777868270874,4.551712512969971,2.0839338302612305,0.6757833957672119,1,yarn4
flashprefill_tail1,2,131072,13109,early,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,369, for," that Congress provide two-year funds for CIPA (in other words, that Congress make funds available for both the fiscal year",2.46777868270874,4.551712512969971,2.0839338302612305,0.6757833957672119,1,yarn4
flashprefill_tail0,2,131072,13109,early,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,369, for," that Congress provide two-year funds for CIPA (in other words, that Congress make funds available for both the fiscal year",2.46777868270874,4.551712512969971,2.0839338302612305,0.6757833957672119,1,yarn4
flashprefill_tail1,0,65536,65211,tail,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,84289, Soviets," policy stance and accompanying restraint have characterized the U.S. attitude toward foreign surveillance activity since the Cold War. Then, the",3.764040470123291,5.833230018615723,2.069189548492432,0.3014369010925293,1,yarn4
flashprefill_tail2,0,65536,65211,tail,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,84289, Soviets," policy stance and accompanying restraint have characterized the U.S. attitude toward foreign surveillance activity since the Cold War. Then, the",3.764040470123291,5.833230018615723,2.069189548492432,0.3014369010925293,1,yarn4
flashprefill_tail1,3,65536,65127,tail,earlier,0,27d885cb5ea10bfe6a9123867b285a9850aa8415d960493b,4180, States," services in 2014, obtained information on challenges for Medicaid beneficiaries to access assisted living services in their states.",4.590264797210693,6.650843620300293,2.0605788230896,1.1229989528656006,0,yarn4
flashprefill_tail0,3,16384,16266,tail,last_block,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC, allow users to access data at the same level of granularity as the maps of fixed broadband (see fig. 4).,1.9874869585037231,4.033738136291504,2.0462512969970703,0.3791473805904388,0,yarn4
flashprefill_tail2,2,16384,15958,tail,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,1154," ,"," Countering Russian Influence Fund ($300 million). The enacted legislation, P.L. 116-6",0.2836247384548187,2.323706150054932,2.04008150100708,1.2795140743255615,0,yarn4
flashprefill_tail1,2,16384,15958,tail,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,1154," ,"," Countering Russian Influence Fund ($300 million). The enacted legislation, P.L. 116-6",0.2836247384548187,2.323706150054932,2.04008150100708,1.2795140743255615,0,yarn4
flashprefill_tail0,2,16384,15958,tail,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,1154," ,"," Countering Russian Influence Fund ($300 million). The enacted legislation, P.L. 116-6",0.2836247384548187,2.323706150054932,2.04008150100708,1.2795140743255615,0,yarn4
flashprefill_tail0,0,8192,7422,late,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,8597, previously," IT in fiscal year 2018—the largest amount ever budgeted. Despite such large IT expenditures, we have",2.6397416591644287,4.673295974731445,2.0335543155670166,0.2630508244037628,1,yarn4
flashprefill_tail2,0,8192,7422,late,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,8597, previously," IT in fiscal year 2018—the largest amount ever budgeted. Despite such large IT expenditures, we have",2.6397416591644287,4.673295974731445,2.0335543155670166,0.2630508244037628,1,yarn4
flashprefill_tail1,0,8192,7422,late,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,8597, previously," IT in fiscal year 2018—the largest amount ever budgeted. Despite such large IT expenditures, we have",2.6397416591644287,4.673295974731445,2.0335543155670166,0.2630508244037628,1,yarn4
flashprefill_tail0,3,32768,32463,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,","," our 2006 report, we recommended that FNS develop a strategy to increase penalties for trafficking. The Food",5.4022064208984375,7.3931474685668945,1.990941047668457,0.0102521236985921,1,yarn4
flashprefill_tail2,3,32768,32463,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,","," our 2006 report, we recommended that FNS develop a strategy to increase penalties for trafficking. The Food",5.4022064208984375,7.3931474685668945,1.990941047668457,0.0102521236985921,1,yarn4
flashprefill_tail1,3,32768,32463,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,","," our 2006 report, we recommended that FNS develop a strategy to increase penalties for trafficking. The Food",5.4022064208984375,7.3931474685668945,1.990941047668457,0.0102521236985921,1,yarn4
flashprefill_tail0,3,4096,3645,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,10858, Corpor," been used to facilitate the purchase of illegal drugs, which can result in students being arrested in school and expelled. Use of",4.006349563598633,5.988723278045654,1.9823737144470213,0.685560405254364,0,yarn4
flashprefill_tail1,3,4096,3645,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,10858, Corpor," been used to facilitate the purchase of illegal drugs, which can result in students being arrested in school and expelled. Use of",4.006349563598633,5.988723278045654,1.9823737144470213,0.685560405254364,0,yarn4
flashprefill_tail2,3,4096,3645,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,10858, Corpor," been used to facilitate the purchase of illegal drugs, which can result in students being arrested in school and expelled. Use of",4.006349563598633,5.988723278045654,1.9823737144470213,0.685560405254364,0,yarn4
flashprefill_tail0,1,4096,4065,tail,last_block,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,17,2," to evaluate the effectiveness of agencies’ information security programs are based on a five-level maturity model, as described in table ",0.2605463862419128,2.2198877334594727,1.959341287612915,1.201387882232666,0,yarn4
flashprefill_tail1,2,131072,13114,early,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,86413, appropriated," funds for CIPA (in other words, that Congress make funds available for both the fiscal year for which the funds were",0.8616830110549927,2.793399810791016,1.931716799736023,0.7873973846435547,0,yarn4
flashprefill_tail2,2,131072,13114,early,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,86413, appropriated," funds for CIPA (in other words, that Congress make funds available for both the fiscal year for which the funds were",0.8616830110549927,2.793399810791016,1.931716799736023,0.7873973846435547,0,yarn4
flashprefill_tail0,2,131072,13114,early,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,86413, appropriated," funds for CIPA (in other words, that Congress make funds available for both the fiscal year for which the funds were",0.8616830110549927,2.793399810791016,1.931716799736023,0.7873973846435547,0,yarn4
flashprefill_tail2,0,131072,130954,tail,last_block,1,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,8086, construction,"750,000 thereafter. Federal agencies are authorized to award contracts for goods or services, or to perform",4.63601016998291,6.555493354797363,1.919483184814453,0.1456046998500824,1,yarn4
flashprefill_tail0,1,8192,4065,middle,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,17,2," to evaluate the effectiveness of agencies’ information security programs are based on a five-level maturity model, as described in table ",0.2583100497722626,2.1661407947540283,1.9078307151794436,1.1704082489013672,0,yarn4
flashprefill_tail1,1,8192,4065,middle,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,17,2," to evaluate the effectiveness of agencies’ information security programs are based on a five-level maturity model, as described in table ",0.2583100497722626,2.1661407947540283,1.9078307151794436,1.1704082489013672,0,yarn4
flashprefill_tail2,1,8192,4065,middle,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,17,2," to evaluate the effectiveness of agencies’ information security programs are based on a five-level maturity model, as described in table ",0.2583100497722626,2.1661407947540283,1.9078307151794436,1.1704082489013672,0,yarn4
flashprefill_tail0,2,131072,130907,tail,penultimate_block,0,f8a0313fccf5acb9eed57e3363eecb4d2b0b7f72639a82f4,18004, declaration,", IEEPA has served as an integral part of the postwar international sanctions regime. The President, either through a",2.036966323852539,3.9081530570983887,1.8711867332458496,0.3497153222560882,1,yarn4
flashprefill_tail1,2,131072,130907,tail,penultimate_block,0,f8a0313fccf5acb9eed57e3363eecb4d2b0b7f72639a82f4,18004, declaration,", IEEPA has served as an integral part of the postwar international sanctions regime. The President, either through a",2.036966323852539,3.9081530570983887,1.8711867332458496,0.3497153222560882,1,yarn4
flashprefill_tail1,3,16384,16273,tail,last_block,1,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,40825, broadband, same level of granularity as the maps of fixed broadband (see fig. 4). FCC collects and uses data that capture,2.5889127254486084,4.4470062255859375,1.858093500137329,0.2930118143558502,1,yarn4
flashprefill_tail2,0,131072,117917,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,304, in," did not submit the plan to Congress, as called for in the act. Even though DHS submitted the plan to OMB",0.6490420699119568,2.499971389770508,1.8509292602539065,0.6771650910377502,0,yarn4
flashprefill_tail1,0,131072,117917,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,304, in," did not submit the plan to Congress, as called for in the act. Even though DHS submitted the plan to OMB",0.6490420699119568,2.499971389770508,1.8509292602539065,0.6771650910377502,0,yarn4
flashprefill_tail0,0,131072,117917,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,304, in," did not submit the plan to Congress, as called for in the act. Even though DHS submitted the plan to OMB",0.6490420699119568,2.499971389770508,1.8509292602539065,0.6771650910377502,0,yarn4
flashprefill_tail1,0,32768,3353,early,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,22,7, NSF waived the cost-share requirement because cost- sharing would not decrease the overall federal cost. In November 201,0.0797396525740623,1.9240373373031616,1.8442976474761963,1.5516175031661987,0,yarn4
flashprefill_tail2,0,32768,3353,early,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,22,7, NSF waived the cost-share requirement because cost- sharing would not decrease the overall federal cost. In November 201,0.0797396525740623,1.9240373373031616,1.8442976474761963,1.5516175031661987,0,yarn4
flashprefill_tail0,0,32768,3353,early,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,22,7, NSF waived the cost-share requirement because cost- sharing would not decrease the overall federal cost. In November 201,0.0797396525740623,1.9240373373031616,1.8442976474761963,1.5516175031661987,0,yarn4
flashprefill_tail1,1,32768,32273,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,506, O," In December 2013, VA initiated its VistA Evolution program as a joint effort of VHA and",0.6213361620903015,2.4586527347564697,1.8373165130615237,0.8025414943695068,0,yarn4
flashprefill_tail2,1,32768,32273,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,506, O," In December 2013, VA initiated its VistA Evolution program as a joint effort of VHA and",0.6213361620903015,2.4586527347564697,1.8373165130615237,0.8025414943695068,0,yarn4
flashprefill_tail0,1,32768,32273,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,506, O," In December 2013, VA initiated its VistA Evolution program as a joint effort of VHA and",0.6213361620903015,2.4586527347564697,1.8373165130615237,0.8025414943695068,0,yarn4
flashprefill_tail0,1,4096,4022,tail,last_block,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,451, N," provide a maturity rating for agency information security policies, procedures, and practices related to the five core security functions established in the",0.2609865963459015,2.0888781547546387,1.82789158821106,1.8339736461639404,0,yarn4
flashprefill_tail0,3,131072,131055,tail,last_block,0,ad1e97265c4148aa84685bcfffe30b9009fb9f1788a0b7ff,25064, lease,3.) Regarding the acquisition for which no documentation of a lease-versus- purchase analysis was provided—a 12-month,0.7173502445220947,2.54053807258606,1.8231878280639648,0.7206012606620789,0,yarn4
flashprefill_tail0,0,131072,131055,tail,last_block,0,c2a4cfdac819a761d81184d9708cd683900944d37dbc8696,1711, ($," determining the acquisition method used. When the contract's anticipated total value, including any options, is less than $4 million",5.719873428344727,7.5402631759643555,1.820389747619629,0.0351964607834816,1,yarn4
flashprefill_tail0,1,8192,7810,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,389, on,". FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies, principles, standards, and guidelines",1.2729771137237549,3.0924479961395264,1.8194708824157717,0.3540199398994446,1,yarn4
flashprefill_tail2,1,8192,7810,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,389, on,". FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies, principles, standards, and guidelines",1.2729771137237549,3.0924479961395264,1.8194708824157717,0.3540199398994446,1,yarn4
flashprefill_tail1,1,8192,7810,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,389, on,". FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies, principles, standards, and guidelines",1.2729771137237549,3.0924479961395264,1.8194708824157717,0.3540199398994446,1,yarn4
flashprefill_tail2,3,131072,131000,tail,last_block,1,ad1e97265c4148aa84685bcfffe30b9009fb9f1788a0b7ff,28858, Interior," completed lease-versus-purchase analysis tool; one documented the rationale for purchasing rather than leasing, although it did not include",17.656959533691406,19.47306632995605,1.8161067962646484,0.0055360016413033,1,yarn4
flashprefill_tail0,2,131072,130980,tail,last_block,0,f8a0313fccf5acb9eed57e3363eecb4d2b0b7f72639a82f4,320, (," the President declares that a national emergency exists, he may use the authority in Section 203 of IEEPA",3.138833522796631,4.935323715209961,1.79649019241333,0.0788329318165779,1,yarn4
flashprefill_tail0,3,131072,117913,late,earlier,0,75e7f2ffc9c09f0868bfe03fab087139f2c0c5da17f6887f,10186, policies,", DHS reviewed the integrated master schedule that IBC prepared to identify sources of risk and defined risk categories in TRIO project",7.409814834594727,9.199430465698242,1.7896156311035156,0.2336364984512329,0,yarn4
flashprefill_tail1,3,131072,117913,late,earlier,0,75e7f2ffc9c09f0868bfe03fab087139f2c0c5da17f6887f,10186, policies,", DHS reviewed the integrated master schedule that IBC prepared to identify sources of risk and defined risk categories in TRIO project",7.409814834594727,9.199430465698242,1.7896156311035156,0.2336364984512329,0,yarn4
